date,hour,pandal_name,latitude,longitude,weather,base_popularity,crowd_count,risk_level
2025-10-01,22,Sreebhumi Sporting Club,22.578,88.421,Light Rain,9,2631,Green
2025-10-01,22,Ekdalia Evergreen,22.522,88.356,Light Rain,7,2439,Green
2025-10-01,22,Tridhara Sammilani,22.515,88.362,Light Rain,6,1995,Green
2025-10-01,22,Badamtala Ashar Sangha,22.535,88.345,Light Rain,7,2205,Green
2025-10-01,22,Naktala Udayan Sangha,22.489,88.372,Light Rain,6,1790,Green
2025-10-01,22,Bosepukur Sitala Mandir,22.505,88.39,Light Rain,6,1330,Green
2025-10-01,22,Dum Dum Park Tarun Dal,22.615,88.398,Light Rain,7,1804,Green
2025-10-01,22,Santosh Mitra Square,22.571,88.356,Light Rain,8,2249,Green
2025-10-01,22,Mohammad Ali Park,22.575,88.351,Light Rain,8,2489,Green
2025-10-01,22,Jodhpur Park,22.51,88.369,Light Rain,6,1784,Green
2025-10-01,23,Bagbazar Sarbojanin,22.5958,88.3697,Heavy Rain,9,1807,Green
2025-10-01,23,College Square,22.579,88.363,Heavy Rain,9,1541,Green
2025-10-01,23,Deshapriya Park,22.5263,88.3642,Heavy Rain,8,1112,Green
2025-10-01,23,Kumartuli Park,22.595,88.358,Heavy Rain,7,1183,Green
2025-10-01,23,Suruchi Sangha,22.518,88.347,Heavy Rain,8,1493,Green
2025-10-01,23,Sreebhumi Sporting Club,22.578,88.421,Heavy Rain,9,1947,Green
2025-10-01,23,Ekdalia Evergreen,22.522,88.356,Heavy Rain,7,1463,Green
2025-10-01,23,Tridhara Sammilani,22.515,88.362,Heavy Rain,6,1653,Green
2025-10-01,23,Badamtala Ashar Sangha,22.535,88.345,Heavy Rain,7,945,Green
2025-10-01,23,Naktala Udayan Sangha,22.489,88.372,Heavy Rain,6,1269,Green
2025-10-01,23,Bosepukur Sitala Mandir,22.505,88.39,Heavy Rain,6,1063,Green
2025-10-01,23,Dum Dum Park Tarun Dal,22.615,88.398,Heavy Rain,7,1832,Green
2025-10-01,23,Santosh Mitra Square,22.571,88.356,Heavy Rain,8,1101,Green
2025-10-01,23,Mohammad Ali Park,22.575,88.351,Heavy Rain,8,1092,Green
2025-10-01,23,Jodhpur Park,22.51,88.369,Heavy Rain,6,828,Green
2025-10-02,0,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,1209,Green
2025-10-02,0,College Square,22.579,88.363,Clear,9,356,Green
2025-10-02,0,Deshapriya Park,22.5263,88.3642,Clear,8,226,Green
2025-10-02,0,Kumartuli Park,22.595,88.358,Clear,7,808,Green
2025-10-02,0,Suruchi Sangha,22.518,88.347,Clear,8,971,Green
2025-10-02,0,Sreebhumi Sporting Club,22.578,88.421,Clear,9,1191,Green
2025-10-02,0,Ekdalia Evergreen,22.522,88.356,Clear,7,922,Green
2025-10-02,0,Tridhara Sammilani,22.515,88.362,Clear,6,1042,Green
2025-10-02,0,Badamtala Ashar Sangha,22.535,88.345,Clear,7,910,Green
2025-10-02,0,Naktala Udayan Sangha,22.489,88.372,Clear,6,560,Green
2025-10-02,0,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,577,Green
2025-10-02,0,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,615,Green
2025-10-02,0,Santosh Mitra Square,22.571,88.356,Clear,8,888,Green
2025-10-02,0,Mohammad Ali Park,22.575,88.351,Clear,8,470,Green
2025-10-02,0,Jodhpur Park,22.51,88.369,Clear,6,702,Green
2025-10-02,1,Bagbazar Sarbojanin,22.5958,88.3697,Light Rain,9,604,Green
2025-10-02,1,College Square,22.579,88.363,Light Rain,9,595,Green
2025-10-02,1,Deshapriya Park,22.5263,88.3642,Light Rain,8,931,Green
2025-10-02,1,Kumartuli Park,22.595,88.358,Light Rain,7,11,Green
2025-10-02,1,Suruchi Sangha,22.518,88.347,Light Rain,8,380,Green
2025-10-02,1,Sreebhumi Sporting Club,22.578,88.421,Light Rain,9,631,Green
2025-10-02,1,Ekdalia Evergreen,22.522,88.356,Light Rain,7,504,Green
2025-10-02,1,Tridhara Sammilani,22.515,88.362,Light Rain,6,284,Green
2025-10-02,1,Badamtala Ashar Sangha,22.535,88.345,Light Rain,7,676,Green
2025-10-02,1,Naktala Udayan Sangha,22.489,88.372,Light Rain,6,99,Green
2025-10-02,1,Bosepukur Sitala Mandir,22.505,88.39,Light Rain,6,377,Green
2025-10-02,1,Dum Dum Park Tarun Dal,22.615,88.398,Light Rain,7,526,Green
2025-10-02,1,Santosh Mitra Square,22.571,88.356,Light Rain,8,714,Green
2025-10-02,1,Mohammad Ali Park,22.575,88.351,Light Rain,8,773,Green
2025-10-02,1,Jodhpur Park,22.51,88.369,Light Rain,6,82,Green
2025-10-02,2,Bagbazar Sarbojanin,22.5958,88.3697,Cloudy,9,561,Green
2025-10-02,2,College Square,22.579,88.363,Cloudy,9,718,Green
2025-10-02,2,Deshapriya Park,22.5263,88.3642,Cloudy,8,792,Green
2025-10-02,2,Kumartuli Park,22.595,88.358,Cloudy,7,1244,Green
2025-10-02,2,Suruchi Sangha,22.518,88.347,Cloudy,8,754,Green
2025-10-02,2,Sreebhumi Sporting Club,22.578,88.421,Cloudy,9,1275,Green
2025-10-02,2,Ekdalia Evergreen,22.522,88.356,Cloudy,7,680,Green
2025-10-02,2,Tridhara Sammilani,22.515,88.362,Cloudy,6,885,Green
2025-10-02,2,Badamtala Ashar Sangha,22.535,88.345,Cloudy,7,937,Green
2025-10-02,2,Naktala Udayan Sangha,22.489,88.372,Cloudy,6,589,Green
2025-10-02,2,Bosepukur Sitala Mandir,22.505,88.39,Cloudy,6,233,Green
2025-10-02,2,Dum Dum Park Tarun Dal,22.615,88.398,Cloudy,7,549,Green
2025-10-02,2,Santosh Mitra Square,22.571,88.356,Cloudy,8,1166,Green
2025-10-02,2,Mohammad Ali Park,22.575,88.351,Cloudy,8,983,Green
2025-10-02,2,Jodhpur Park,22.51,88.369,Cloudy,6,409,Green
2025-10-02,3,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,797,Green
2025-10-02,3,College Square,22.579,88.363,Clear,9,1217,Green
2025-10-02,3,Deshapriya Park,22.5263,88.3642,Clear,8,272,Green
2025-10-02,3,Kumartuli Park,22.595,88.358,Clear,7,345,Green
2025-10-02,3,Suruchi Sangha,22.518,88.347,Clear,8,188,Green
2025-10-02,3,Sreebhumi Sporting Club,22.578,88.421,Clear,9,819,Green
2025-10-02,3,Ekdalia Evergreen,22.522,88.356,Clear,7,915,Green
2025-10-02,3,Tridhara Sammilani,22.515,88.362,Clear,6,1050,Green
2025-10-02,3,Badamtala Ashar Sangha,22.535,88.345,Clear,7,722,Green
2025-10-02,3,Naktala Udayan Sangha,22.489,88.372,Clear,6,1088,Green
2025-10-02,3,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,185,Green
2025-10-02,3,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,188,Green
2025-10-02,3,Santosh Mitra Square,22.571,88.356,Clear,8,783,Green
2025-10-02,3,Mohammad Ali Park,22.575,88.351,Clear,8,915,Green
2025-10-02,3,Jodhpur Park,22.51,88.369,Clear,6,590,Green
2025-10-02,4,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,1236,Green
2025-10-02,4,College Square,22.579,88.363,Clear,9,467,Green
2025-10-02,4,Deshapriya Park,22.5263,88.3642,Clear,8,763,Green
2025-10-02,4,Kumartuli Park,22.595,88.358,Clear,7,677,Green
2025-10-02,4,Suruchi Sangha,22.518,88.347,Clear,8,469,Green
2025-10-02,4,Sreebhumi Sporting Club,22.578,88.421,Clear,9,1046,Green
2025-10-02,4,Ekdalia Evergreen,22.522,88.356,Clear,7,924,Green
2025-10-02,4,Tridhara Sammilani,22.515,88.362,Clear,6,512,Green
2025-10-02,4,Badamtala Ashar Sangha,22.535,88.345,Clear,7,1316,Green
2025-10-02,4,Naktala Udayan Sangha,22.489,88.372,Clear,6,504,Green
2025-10-02,4,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,465,Green
2025-10-02,4,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,557,Green
2025-10-02,4,Santosh Mitra Square,22.571,88.356,Clear,8,555,Green
2025-10-02,4,Mohammad Ali Park,22.575,88.351,Clear,8,632,Green
2025-10-02,4,Jodhpur Park,22.51,88.369,Clear,6,169,Green
2025-10-02,5,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,842,Green
2025-10-02,5,College Square,22.579,88.363,Clear,9,1489,Green
2025-10-02,5,Deshapriya Park,22.5263,88.3642,Clear,8,810,Green
2025-10-02,5,Kumartuli Park,22.595,88.358,Clear,7,490,Green
2025-10-02,5,Suruchi Sangha,22.518,88.347,Clear,8,864,Green
2025-10-02,5,Sreebhumi Sporting Club,22.578,88.421,Clear,9,866,Green
2025-10-02,5,Ekdalia Evergreen,22.522,88.356,Clear,7,633,Green
2025-10-02,5,Tridhara Sammilani,22.515,88.362,Clear,6,784,Green
2025-10-02,5,Badamtala Ashar Sangha,22.535,88.345,Clear,7,927,Green
2025-10-02,5,Naktala Udayan Sangha,22.489,88.372,Clear,6,440,Green
2025-10-02,5,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,427,Green
2025-10-02,5,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,617,Green
2025-10-02,5,Santosh Mitra Square,22.571,88.356,Clear,8,109,Green
2025-10-02,5,Mohammad Ali Park,22.575,88.351,Clear,8,345,Green
2025-10-02,5,Jodhpur Park,22.51,88.369,Clear,6,1010,Green
2025-10-02,6,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,2955,Green
2025-10-02,6,College Square,22.579,88.363,Clear,9,2403,Green
2025-10-02,6,Deshapriya Park,22.5263,88.3642,Clear,8,2408,Green
2025-10-02,6,Kumartuli Park,22.595,88.358,Clear,7,2390,Green
2025-10-02,6,Suruchi Sangha,22.518,88.347,Clear,8,2108,Green
2025-10-02,6,Sreebhumi Sporting Club,22.578,88.421,Clear,9,2723,Green
2025-10-02,6,Ekdalia Evergreen,22.522,88.356,Clear,7,2557,Green
2025-10-02,6,Tridhara Sammilani,22.515,88.362,Clear,6,1062,Green
2025-10-02,6,Badamtala Ashar Sangha,22.535,88.345,Clear,7,1856,Green
2025-10-02,6,Naktala Udayan Sangha,22.489,88.372,Clear,6,1528,Green
2025-10-02,6,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,1743,Green
2025-10-02,6,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,2085,Green
2025-10-02,6,Santosh Mitra Square,22.571,88.356,Clear,8,2081,Green
2025-10-02,6,Mohammad Ali Park,22.575,88.351,Clear,8,2203,Green
2025-10-02,6,Jodhpur Park,22.51,88.369,Clear,6,1568,Green
2025-10-02,7,Bagbazar Sarbojanin,22.5958,88.3697,Light Rain,9,1784,Green
2025-10-02,7,College Square,22.579,88.363,Light Rain,9,2396,Green
2025-10-02,7,Deshapriya Park,22.5263,88.3642,Light Rain,8,1944,Green
2025-10-02,7,Kumartuli Park,22.595,88.358,Light Rain,7,1467,Green
2025-10-02,7,Suruchi Sangha,22.518,88.347,Light Rain,8,2123,Green
2025-10-02,7,Sreebhumi Sporting Club,22.578,88.421,Light Rain,9,1913,Green
2025-10-02,7,Ekdalia Evergreen,22.522,88.356,Light Rain,7,1211,Green
2025-10-02,7,Tridhara Sammilani,22.515,88.362,Light Rain,6,1716,Green
2025-10-02,7,Badamtala Ashar Sangha,22.535,88.345,Light Rain,7,1631,Green
2025-10-02,7,Naktala Udayan Sangha,22.489,88.372,Light Rain,6,948,Green
2025-10-02,7,Bosepukur Sitala Mandir,22.505,88.39,Light Rain,6,1202,Green
2025-10-02,7,Dum Dum Park Tarun Dal,22.615,88.398,Light Rain,7,1207,Green
2025-10-02,7,Santosh Mitra Square,22.571,88.356,Light Rain,8,1265,Green
2025-10-02,7,Mohammad Ali Park,22.575,88.351,Light Rain,8,1957,Green
2025-10-02,7,Jodhpur Park,22.51,88.369,Light Rain,6,1832,Green
2025-10-02,8,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,2708,Green
2025-10-02,8,College Square,22.579,88.363,Clear,9,2738,Green
2025-10-02,8,Deshapriya Park,22.5263,88.3642,Clear,8,2291,Green
2025-10-02,8,Kumartuli Park,22.595,88.358,Clear,7,2028,Green
2025-10-02,8,Suruchi Sangha,22.518,88.347,Clear,8,2262,Green
2025-10-02,8,Sreebhumi Sporting Club,22.578,88.421,Clear,9,2512,Green
2025-10-02,8,Ekdalia Evergreen,22.522,88.356,Clear,7,1985,Green
2025-10-02,8,Tridhara Sammilani,22.515,88.362,Clear,6,1675,Green
2025-10-02,8,Badamtala Ashar Sangha,22.535,88.345,Clear,7,1851,Green
2025-10-02,8,Naktala Udayan Sangha,22.489,88.372,Clear,6,1636,Green
2025-10-02,8,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,1049,Green
2025-10-02,8,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,2305,Green
2025-10-02,8,Santosh Mitra Square,22.571,88.356,Clear,8,2517,Green
2025-10-02,8,Mohammad Ali Park,22.575,88.351,Clear,8,2374,Green
2025-10-02,8,Jodhpur Park,22.51,88.369,Clear,6,1871,Green
2025-10-02,9,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,2782,Green
2025-10-02,9,College Square,22.579,88.363,Clear,9,2850,Green
2025-10-02,9,Deshapriya Park,22.5263,88.3642,Clear,8,2106,Green
2025-10-02,9,Kumartuli Park,22.595,88.358,Clear,7,2129,Green
2025-10-02,9,Suruchi Sangha,22.518,88.347,Clear,8,2625,Green
2025-10-02,9,Sreebhumi Sporting Club,22.578,88.421,Clear,9,2199,Green
2025-10-02,9,Ekdalia Evergreen,22.522,88.356,Clear,7,2263,Green
2025-10-02,9,Tridhara Sammilani,22.515,88.362,Clear,6,1601,Green
2025-10-02,9,Badamtala Ashar Sangha,22.535,88.345,Clear,7,2271,Green
2025-10-02,9,Naktala Udayan Sangha,22.489,88.372,Clear,6,1571,Green
2025-10-02,9,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,1258,Green
2025-10-02,9,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,1611,Green
2025-10-02,9,Santosh Mitra Square,22.571,88.356,Clear,8,2414,Green
2025-10-02,9,Mohammad Ali Park,22.575,88.351,Clear,8,2477,Green
2025-10-02,9,Jodhpur Park,22.51,88.369,Clear,6,1528,Green
2025-10-02,10,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,4158,Yellow
2025-10-02,10,College Square,22.579,88.363,Clear,9,4580,Yellow
2025-10-02,10,Deshapriya Park,22.5263,88.3642,Clear,8,4835,Yellow
2025-10-02,10,Kumartuli Park,22.595,88.358,Clear,7,3016,Green
2025-10-02,10,Suruchi Sangha,22.518,88.347,Clear,8,3955,Green
2025-10-02,10,Sreebhumi Sporting Club,22.578,88.421,Clear,9,4377,Yellow
2025-10-02,10,Ekdalia Evergreen,22.522,88.356,Clear,7,3319,Green
2025-10-02,10,Tridhara Sammilani,22.515,88.362,Clear,6,3228,Green
2025-10-02,10,Badamtala Ashar Sangha,22.535,88.345,Clear,7,3831,Green
2025-10-02,10,Naktala Udayan Sangha,22.489,88.372,Clear,6,3231,Green
2025-10-02,10,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,2782,Green
2025-10-02,10,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,4230,Yellow
2025-10-02,10,Santosh Mitra Square,22.571,88.356,Clear,8,3468,Green
2025-10-02,10,Mohammad Ali Park,22.575,88.351,Clear,8,3690,Green
2025-10-02,10,Jodhpur Park,22.51,88.369,Clear,6,3050,Green
2025-10-02,11,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,4526,Yellow
2025-10-02,11,College Square,22.579,88.363,Clear,9,4525,Yellow
2025-10-02,11,Deshapriya Park,22.5263,88.3642,Clear,8,3953,Green
2025-10-02,11,Kumartuli Park,22.595,88.358,Clear,7,3850,Green
2025-10-02,11,Suruchi Sangha,22.518,88.347,Clear,8,4076,Yellow
2025-10-02,11,Sreebhumi Sporting Club,22.578,88.421,Clear,9,4601,Yellow
2025-10-02,11,Ekdalia Evergreen,22.522,88.356,Clear,7,3376,Green
2025-10-02,11,Tridhara Sammilani,22.515,88.362,Clear,6,2853,Green
2025-10-02,11,Badamtala Ashar Sangha,22.535,88.345,Clear,7,3370,Green
2025-10-02,11,Naktala Udayan Sangha,22.489,88.372,Clear,6,3118,Green
2025-10-02,11,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,2873,Green
2025-10-02,11,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,3586,Green
2025-10-02,11,Santosh Mitra Square,22.571,88.356,Clear,8,4622,Yellow
2025-10-02,11,Mohammad Ali Park,22.575,88.351,Clear,8,4261,Yellow
2025-10-02,11,Jodhpur Park,22.51,88.369,Clear,6,2902,Green
2025-10-02,12,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,4424,Yellow
2025-10-02,12,College Square,22.579,88.363,Clear,9,4890,Yellow
2025-10-02,12,Deshapriya Park,22.5263,88.3642,Clear,8,3797,Green
2025-10-02,12,Kumartuli Park,22.595,88.358,Clear,7,2830,Green
2025-10-02,12,Suruchi Sangha,22.518,88.347,Clear,8,4315,Yellow
2025-10-02,12,Sreebhumi Sporting Club,22.578,88.421,Clear,9,4246,Yellow
2025-10-02,12,Ekdalia Evergreen,22.522,88.356,Clear,7,3025,Green
2025-10-02,12,Tridhara Sammilani,22.515,88.362,Clear,6,3004,Green
2025-10-02,12,Badamtala Ashar Sangha,22.535,88.345,Clear,7,3428,Green
2025-10-02,12,Naktala Udayan Sangha,22.489,88.372,Clear,6,3246,Green
2025-10-02,12,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,3267,Green
2025-10-02,12,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,3528,Green
2025-10-02,12,Santosh Mitra Square,22.571,88.356,Clear,8,3734,Green
2025-10-02,12,Mohammad Ali Park,22.575,88.351,Clear,8,4086,Yellow
2025-10-02,12,Jodhpur Park,22.51,88.369,Clear,6,3049,Green
2025-10-02,13,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,4670,Yellow
2025-10-02,13,College Square,22.579,88.363,Clear,9,4601,Yellow
2025-10-02,13,Deshapriya Park,22.5263,88.3642,Clear,8,3875,Green
2025-10-02,13,Kumartuli Park,22.595,88.358,Clear,7,3689,Green
2025-10-02,13,Suruchi Sangha,22.518,88.347,Clear,8,4681,Yellow
2025-10-02,13,Sreebhumi Sporting Club,22.578,88.421,Clear,9,4554,Yellow
2025-10-02,13,Ekdalia Evergreen,22.522,88.356,Clear,7,3574,Green
2025-10-02,13,Tridhara Sammilani,22.515,88.362,Clear,6,2862,Green
2025-10-02,13,Badamtala Ashar Sangha,22.535,88.345,Clear,7,3245,Green
2025-10-02,13,Naktala Udayan Sangha,22.489,88.372,Clear,6,3249,Green
2025-10-02,13,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,2743,Green
2025-10-02,13,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,3521,Green
2025-10-02,13,Santosh Mitra Square,22.571,88.356,Clear,8,3856,Green
2025-10-02,13,Mohammad Ali Park,22.575,88.351,Clear,8,4143,Yellow
2025-10-02,13,Jodhpur Park,22.51,88.369,Clear,6,3100,Green
2025-10-02,14,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,6686,Yellow
2025-10-02,14,College Square,22.579,88.363,Clear,9,6166,Yellow
2025-10-02,14,Deshapriya Park,22.5263,88.3642,Clear,8,5471,Yellow
2025-10-02,14,Kumartuli Park,22.595,88.358,Clear,7,4734,Yellow
2025-10-02,14,Suruchi Sangha,22.518,88.347,Clear,8,5889,Yellow
2025-10-02,14,Sreebhumi Sporting Club,22.578,88.421,Clear,9,6592,Yellow
2025-10-02,14,Ekdalia Evergreen,22.522,88.356,Clear,7,5315,Yellow
2025-10-02,14,Tridhara Sammilani,22.515,88.362,Clear,6,4502,Yellow
2025-10-02,14,Badamtala Ashar Sangha,22.535,88.345,Clear,7,4410,Yellow
2025-10-02,14,Naktala Udayan Sangha,22.489,88.372,Clear,6,4284,Yellow
2025-10-02,14,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,3882,Green
2025-10-02,14,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,4746,Yellow
2025-10-02,14,Santosh Mitra Square,22.571,88.356,Clear,8,5651,Yellow
2025-10-02,14,Mohammad Ali Park,22.575,88.351,Clear,8,5850,Yellow
2025-10-02,14,Jodhpur Park,22.51,88.369,Clear,6,3932,Green
2025-10-02,15,Bagbazar Sarbojanin,22.5958,88.3697,Heavy Rain,9,1822,Green
2025-10-02,15,College Square,22.579,88.363,Heavy Rain,9,2603,Green
2025-10-02,15,Deshapriya Park,22.5263,88.3642,Heavy Rain,8,1902,Green
2025-10-02,15,Kumartuli Park,22.595,88.358,Heavy Rain,7,2693,Green
2025-10-02,15,Suruchi Sangha,22.518,88.347,Heavy Rain,8,2278,Green
2025-10-02,15,Sreebhumi Sporting Club,22.578,88.421,Heavy Rain,9,2552,Green
2025-10-02,15,Ekdalia Evergreen,22.522,88.356,Heavy Rain,7,2177,Green
2025-10-02,15,Tridhara Sammilani,22.515,88.362,Heavy Rain,6,1824,Green
2025-10-02,15,Badamtala Ashar Sangha,22.535,88.345,Heavy Rain,7,2027,Green
2025-10-02,15,Naktala Udayan Sangha,22.489,88.372,Heavy Rain,6,1442,Green
2025-10-02,15,Bosepukur Sitala Mandir,22.505,88.39,Heavy Rain,6,1821,Green
2025-10-02,15,Dum Dum Park Tarun Dal,22.615,88.398,Heavy Rain,7,2524,Green
2025-10-02,15,Santosh Mitra Square,22.571,88.356,Heavy Rain,8,2643,Green
2025-10-02,15,Mohammad Ali Park,22.575,88.351,Heavy Rain,8,2717,Green
2025-10-02,15,Jodhpur Park,22.51,88.369,Heavy Rain,6,1526,Green
2025-10-02,16,Bagbazar Sarbojanin,22.5958,88.3697,Heavy Rain,9,2492,Green
2025-10-02,16,College Square,22.579,88.363,Heavy Rain,9,2754,Green
2025-10-02,16,Deshapriya Park,22.5263,88.3642,Heavy Rain,8,3001,Green
2025-10-02,16,Kumartuli Park,22.595,88.358,Heavy Rain,7,2117,Green
2025-10-02,16,Suruchi Sangha,22.518,88.347,Heavy Rain,8,2063,Green
2025-10-02,16,Sreebhumi Sporting Club,22.578,88.421,Heavy Rain,9,2479,Green
2025-10-02,16,Ekdalia Evergreen,22.522,88.356,Heavy Rain,7,2281,Green
2025-10-02,16,Tridhara Sammilani,22.515,88.362,Heavy Rain,6,1505,Green
2025-10-02,16,Badamtala Ashar Sangha,22.535,88.345,Heavy Rain,7,2215,Green
2025-10-02,16,Naktala Udayan Sangha,22.489,88.372,Heavy Rain,6,983,Green
2025-10-02,16,Bosepukur Sitala Mandir,22.505,88.39,Heavy Rain,6,1611,Green
2025-10-02,16,Dum Dum Park Tarun Dal,22.615,88.398,Heavy Rain,7,2148,Green
2025-10-02,16,Santosh Mitra Square,22.571,88.356,Heavy Rain,8,2621,Green
2025-10-02,16,Mohammad Ali Park,22.575,88.351,Heavy Rain,8,1994,Green
2025-10-02,16,Jodhpur Park,22.51,88.369,Heavy Rain,6,1229,Green
2025-10-02,17,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,6221,Yellow
2025-10-02,17,College Square,22.579,88.363,Clear,9,6226,Yellow
2025-10-02,17,Deshapriya Park,22.5263,88.3642,Clear,8,5518,Yellow
2025-10-02,17,Kumartuli Park,22.595,88.358,Clear,7,4090,Yellow
2025-10-02,17,Suruchi Sangha,22.518,88.347,Clear,8,5583,Yellow
2025-10-02,17,Sreebhumi Sporting Club,22.578,88.421,Clear,9,6230,Yellow
2025-10-02,17,Ekdalia Evergreen,22.522,88.356,Clear,7,5108,Yellow
2025-10-02,17,Tridhara Sammilani,22.515,88.362,Clear,6,4754,Yellow
2025-10-02,17,Badamtala Ashar Sangha,22.535,88.345,Clear,7,5237,Yellow
2025-10-02,17,Naktala Udayan Sangha,22.489,88.372,Clear,6,4119,Yellow
2025-10-02,17,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,3868,Green
2025-10-02,17,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,5672,Yellow
2025-10-02,17,Santosh Mitra Square,22.571,88.356,Clear,8,5617,Yellow
2025-10-02,17,Mohammad Ali Park,22.575,88.351,Clear,8,5604,Yellow
2025-10-02,17,Jodhpur Park,22.51,88.369,Clear,6,4192,Yellow
2025-10-02,18,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,8965,Red
2025-10-02,18,College Square,22.579,88.363,Clear,9,9046,Red
2025-10-02,18,Deshapriya Park,22.5263,88.3642,Clear,8,8770,Red
2025-10-02,18,Kumartuli Park,22.595,88.358,Clear,7,6667,Yellow
2025-10-02,18,Suruchi Sangha,22.518,88.347,Clear,8,8416,Red
2025-10-02,18,Sreebhumi Sporting Club,22.578,88.421,Clear,9,8202,Red
2025-10-02,18,Ekdalia Evergreen,22.522,88.356,Clear,7,6376,Yellow
2025-10-02,18,Tridhara Sammilani,22.515,88.362,Clear,6,5627,Yellow
2025-10-02,18,Badamtala Ashar Sangha,22.535,88.345,Clear,7,6646,Yellow
2025-10-02,18,Naktala Udayan Sangha,22.489,88.372,Clear,6,6061,Yellow
2025-10-02,18,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,6086,Yellow
2025-10-02,18,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,6923,Yellow
2025-10-02,18,Santosh Mitra Square,22.571,88.356,Clear,8,7955,Red
2025-10-02,18,Mohammad Ali Park,22.575,88.351,Clear,8,8158,Red
2025-10-02,18,Jodhpur Park,22.51,88.369,Clear,6,6249,Yellow
2025-10-02,19,Bagbazar Sarbojanin,22.5958,88.3697,Clear,9,8602,Red
2025-10-02,19,College Square,22.579,88.363,Clear,9,9280,Red
2025-10-02,19,Deshapriya Park,22.5263,88.3642,Clear,8,8381,Red
2025-10-02,19,Kumartuli Park,22.595,88.358,Clear,7,7216,Red
2025-10-02,19,Suruchi Sangha,22.518,88.347,Clear,8,7661,Red
2025-10-02,19,Sreebhumi Sporting Club,22.578,88.421,Clear,9,8842,Red
2025-10-02,19,Ekdalia Evergreen,22.522,88.356,Clear,7,7146,Red
2025-10-02,19,Tridhara Sammilani,22.515,88.362,Clear,6,5633,Yellow
2025-10-02,19,Badamtala Ashar Sangha,22.535,88.345,Clear,7,7213,Red
2025-10-02,19,Naktala Udayan Sangha,22.489,88.372,Clear,6,5927,Yellow
2025-10-02,19,Bosepukur Sitala Mandir,22.505,88.39,Clear,6,5887,Yellow
2025-10-02,19,Dum Dum Park Tarun Dal,22.615,88.398,Clear,7,7213,Red
2025-10-02,19,Santosh Mitra Square,22.571,88.356,Clear,8,8133,Red
2025-10-02,19,Mohammad Ali Park,22.575,88.351,Clear,8,7891,Red
2025-10-02,19,Jodhpur Park,22.51,88.369,Clear,6,6347,Yellow
2025-10-02,20,Bagbazar Sarbojanin,22.5958,88.3697,Cloudy,9,7902,Red
2025-10-02,20,College Square,22.579,88.363,Cloudy,9,7818,Red
2025-10-02,20,Deshapriya Park,22.5263,88.3642,Cloudy,8,6699,Yellow
2025-10-02,20,Kumartuli Park,22.595,88.358,Cloudy,7,6829,Yellow
2025-10-02,20,Suruchi Sangha,22.518,88.347,Cloudy,8,6827,Yellow
2025-10-02,20,Sreebhumi Sporting Club,22.578,88.421,Cloudy,9,7855,Red
2025-10-02,20,Ekdalia Evergreen,22.522,88.356,Cloudy,7,6694,Yellow
2025-10-02,20,Tridhara Sammilani,22.515,88.362,Cloudy,6,4874,Yellow
